lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25
CA Bassin de Thau,1.0,0,4.0,4.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,4.0,0
CA Bassin de Thau,2.0,0,5.0,4.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,4.0,0
CA Bassin de Thau,1.0,0,4.0,4.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,,0,,,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,,0,,,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,,0,,,0
CA Bassin de Thau,3.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,,0,,,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,1.0,0
CA Bassin de Thau,1.0,0,5.0,4.0,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,,0,,,0
CA Bassin de Thau,,0,,,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,,0,,,0
CA Bassin de Thau,1.0,0,5.0,2.0,0
CA Bassin de Thau,1.0,0,5.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,5.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,2.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,6.0,4.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,2.0,0,6.0,4.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,2.0,0,6.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,5.0,2.0,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,1.0,0,5.0,2.0,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,5.0,4.0,0
CA Bassin de Thau,1.0,0,5.0,3.0,0
CA Bassin de Thau,2.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,5.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,5.0,2.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,2.0,0,3.0,3.0,0
CA Bassin de Thau,2.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,4.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,2.0,0,3.0,1.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,2.0,0,3.0,3.0,0
CA Bassin de Thau,2.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,4.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,4.0,0
CA Bassin de Thau,1.0,0,3.0,1.0,0
CA Bassin de Thau,1.0,0,4.0,4.0,0
CA Bassin de Thau,3.0,0,3.0,5.0,0
CA Bassin de Thau,1.0,0,4.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,4.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,3.0,0
CA Bassin de Thau,2.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,2.0,0,3.0,3.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Bassin de Thau,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,2.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,6.0,3.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,5.0,4.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,3.0,6.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,5.0,4.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,2.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,5.0,4.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,2.0,2.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,4.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,2.0,2.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,2.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,2.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,2.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,7.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,2.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,2.0,0,3.0,5.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,5.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,,0,,,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,2.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,6.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,5.0,1.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,2.0,0,3.0,4.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,2.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,5.0,3.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,2.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,2.0,1.0,0
CA Carcassonne,1.0,0,4.0,5.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,2.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,2.0,0,5.0,3.0,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,1.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,2.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,4.0,0
CA Carcassonne,1.0,0,5.0,2.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,2.0,2.0,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,4.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,2.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,1.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,,0,,,0
CA Carcassonne,2.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,4.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,3.0,0
CA Carcassonne,1.0,0,4.0,2.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Carcassonne,2.0,0,3.0,3.0,0
CA Carcassonne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,1.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,4.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,3.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,5.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,1.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,4.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,5.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,1.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,4.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,2.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,4.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,1.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,5.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,3.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,5.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,5.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,1.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,2.0,1.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,2.0,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,,0,,,0
CA Grand Auch Coeur de Gascogne,1.0,0,3.0,3.0,0
CA Grand Auch Coeur de Gascogne,1.0,0,4.0,2.0,0
